English,Kanjobal,ENG_Document,KJB_Document,Line,Classification
"When you come together, it is not the Lord's Supper you eat,","Yuj tu', a yet che wajban e ba, manak cena Cham Jajawil jun che lo' tu'.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,20,Religious
"for as you eat, each of you goes ahead without waiting for anybody else. One remains hungry, another gets drunk.","Yujtol a yet chi oc yorail cena tu', comonxac'al che lo' e yet junjun ex yin ayman. Yuj tu', ay ex c'amxa che yi' e yet, cax chi tit e wajil. Ay ex xin, chex uc'wixac'al aj an yuj.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,21,Religious
Don't you have homes to eat and drink in? Or do you despise the church of God and humiliate those who have nothing? What shall I say to you? Shall I praise you for this? Certainly not!,"¿Tom c'am e yatut bay watx' chex low junjun ex? A yet che yunen axca tu', a eb e yet creyenteal che yintaknej elok, palta yiglesia Dios yayji eb e yetok. A eb caytu' chi yut axca tu', c'am tzet chi lo' eb e yetok. Yuj tu', q'uixwil eb che yielok. ¿Xin ta chi je' ex walon watx'il yuj jun e beybal tu' che na'? Caw wal maj je' bian.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,22,Religious
"For I received from the Lord what I also passed on to you: The Lord Jesus, on the night he was betrayed, took bread,","A juntzan cuybanil yuj tzet chi yun chalay cena walnakcan ayex, a Cham Jajawil ak'nejcan ayin. A ton juntzan ok waltok ayex ti'. A yet jun ak'bal yet max alay oc Cham Jajawil Jesús yul k'ab eb t'inanta' yak'on camok, a yet manto michchajok, max yion aj jun ixim pan.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,23,Religious
"and when he had given thanks, he broke it and said, “This is my body, which is for you; do this in remembrance of me.”","Axa yet max lajwi yalon yuj diosalil bay Dios, max bijon ay ixim pan tu'. Axa yalon bay eb is cuywom axca ti': A jun ti', a ton in mimanil ok ak'lay e yuj. Loek ixim xin, yuj in e naontek, ẍi.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,24,Religious
"In the same way, after supper he took the cup, saying, “This cup is the new covenant in my blood; do this, whenever you drink it, in remembrance of me.”","Ac'ala' caytu' max yut yion c'apax aj jun vaso, yet max lajwi low eb. Max yalon c'apax bay eb axca ti': A tzet ayay yul jun vaso ti' tx'oxbanil jun is cab trato Dios. Yuj in chiq'uil xan ok yun jun is trato ti'. A yet che yuq'uen jun ti' junjuntak el, naek intek, ẍi Jesucristo bay eb.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,25,Religious
"For whenever you eat this bread and drink this cup, you proclaim the Lord's death until he comes.","Yujtol junjun el chi co lo jun pan ti', c'al juc'balnen jun vaso ti', a camichal Cham Jajawil chi co tx'oxk'abnej elok, masantac'al chi yal jay Cham.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,26,Religious
"Therefore, whoever eats the bread or drinks the cup of the Lord in an unworthy manner will be guilty of sinning against the body and blood of the Lord.","Yuj tu', ta ay mac man watx'ok chi yut loon jun pan Cham Jajawil ti', c'al yuc'balnen jun vaso Cham ti', chi oc is mul yin mimanil Cham Jajawil, c'al yin is chiq'uil Cham.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,27,Religious
A man ought to examine himself before he eats of the bread and drinks of the cup.,"Yuj tu xin, a yet c'amto chi co lo' ixim pan tu', c'al yet c'amto chi juc'balnej jun vaso tu', yowalil chi co beyc'ulnej co ba junjun on yul jet.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,28,Religious
For anyone who eats and drinks without recognizing the body of the Lord eats and drinks judgment on himself.,"Yujtol a yet chi co looni c'al juq'uen jun ti', ta c'am chi cam co naon is mimanil Cham Jajawil, chi jitek yailal jiban.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,29,Religious
"That is why many among you are weak and sick, and a number of you have fallen asleep.","Yuj juntzan ti', xan xiwil eb ya'ay e xol, c'al mac tz'ontak, cax xiwil mac chi cami.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,30,Religious
"But if we judged ourselves, we would not come under judgment.","Palta ta chi co beyc'ulnej co ba junjun on, c'amxa chon beyc'ulnelay yuj Cham Jajawil.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,31,Religious
"When we are judged by the Lord, we are being disciplined so that we will not be condemned with the world.","A yet chon beyc'ulnen Cham Jajawil, chi yaoc Cham co yailal, yet watx' manxa ok on tokcan bay jun miman yailal yetok eb yet yulyibank'inal ti'.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,32,Religious
"So then, my brothers, when you come together to eat, wait for each other.","Yuj tu' ex wuẍtak, ex wanab, a yet che wajban oc e ba e loon Cena tu', che yechbanelej e ba, yet watx' junnejc'al e loon e masanil.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,33,Religious
"If anyone is hungry, he should eat at home, so that when you meet together it may not result in judgment. And when I come I will give further directions.","Ta ayex ay e wajil, lowanekcan bay e yatut, yet watx' c'am chi jay yailal e yiban yuj Dios, yujc'al tzet che yut e ba bay e wajanil tu'. Axa juntzanxa tzet tol man watx'ok bey e xol xin, okxa in watx'nej oc yet ok ex tok wiloni.",1CO-11-ENGNIV.txt,1CO-11-KJBSBG.txt,34,Religious
"Now about spiritual gifts, brothers, I do not want you to be ignorant.","Ex wuẍtak, ex wanab, chi wochej che yojtaknej elok, tzetak opisoal chi yak' Cham Espíritu Santo ayon junjun on.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,1,Religious
"You know that when you were pagans, somehow or other you were influenced and led astray to mute idols.","E yojtak, tol a yet mayexto creyenteok, max quex ikbelaytok bay tzet chi al-lay oc diosal. Chex ayi, chex aji e sayon ec' juntzan c'am chi je' k'anjab tu'.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,2,Religious
"Therefore I tell you that no one who is speaking by the Spirit of God says, “Jesus be cursed,” and no one can say, “Jesus is Lord,” except by the Holy Spirit.","Yuj tu' xan chi wochej che yojtaknej c'apax el jun ti'. Ta ay junok mac chi alon axca ti': Titokab yowal c'ul Dios yiban Jesús, ta ẍi, a jun chi alon axca tu', c'amoc Yespíritu Dios yetok yet chi yaloni. Ta ay mac chi alon pax axca ti': A Jesús, Wajawil yayji, ta ẍi, asan yuj Cham Espíritu Santo chi je' yalon axca tu'.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,3,Religious
"There are different kinds of gifts, but the same Spirit.","Ayon ti', tx'ok tx'okc'al opiso max co cha' junjun on, palta junnej mac chi ak'on ayon, a ton Cham Espíritu.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,4,Religious
"There are different kinds of service, but the same Lord.","Tx'ok tx'okc'al jak'wi serbil junjun on, palta junnej mac chi jak' serbil co masanil, a ton Cham Jajawil.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,5,Religious
"There are different kinds of working, but the same God works all of them in all men.","Yetok c'apaxok, tx'ok tx'okc'al co mulnajil junjun on. Palta ac'al oc Dios chi oc jetok junjun on yin tzet chi jun tu'.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,6,Religious
Now to each one the manifestation of the Spirit is given for the common good.,"Chi ak'lay jopiso junjun on yuj co watx'ilok co masanil, yet chi txecloj elok tol ayoc Yespíritu jin.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,7,Religious
"To one there is given through the Spirit the message of wisdom, to another the message of knowledge by means of the same Spirit,","Ilab tol yuj Cham Espíritu tu', xan ay mac chi je' yalon el is jelanil Dios, ay c'apax mac chi nachaj el cuywaji, ac'al ton yuj Cham Espíritu tu'.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,8,Religious
"to another faith by the same Spirit, to another gifts of healing by that one Spirit,","Yuj Cham xan ay wal mac chi yawal oc c'ul yin Dios. Ac'ala' yuj Cham, xan ay mac chi ak'lay yipalil yak'oncan watx'jok c'ul eb ya'ay.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,9,Religious
"to another miraculous powers, to another prophecy, to another distinguishing between spirits, to another speaking in different kinds of tongues, and to still another the interpretation of tongues.","Ay mac chi ak'lay yipalil tx'oxon el milagro yuj Cham. Ay mac xin, a aloj el k'anej Dios chi ak'i yun yuj. Ay eb chi ak'lay yojtaknej elok, ta a Espíritu Dios ayoc yetok junok mactxel, ma a espíritu yob xin. Ay mac a jeon k'anjab yin juntzanokxa tx'ok tiejal chi ak'lay yun yuj. Ay mac xin, a yoc ajtial yin juntzan tiejlak tu', a' chi ak'lay yun yuj.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,10,Religious
"All these are the work of one and the same Spirit, and he gives them to each one, just as he determines.","Xiwil tzet chi ak'lay junej, palta junnej Cham Espíritu chi ak'on junej. Tx'ok tx'okc'al tzet chi yak' ayon junjun on, atac'ala' tzet chi el yin c'ul Cham yak' junej.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,11,Religious
"The body is a unit, though it is made up of many parts; and though all its parts are many, they form one body. So it is with Christ.","A co mimanil ti', caxc'al xiwil yoc bulan yetbeyom yin, palta junnej mimanilejal yayji. Axca ton yoc bulan yetbeyom co mimanil ti', axca tu' joc c'apax bulan yin Cristo. Axca tol is mimanil Cristo jayji co masanil.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,12,Religious
"For we were all baptized by one Spirit into one body–whether Jews or Greeks, slave or free–and we were all given the one Spirit to drink.","Yujtol co masanil, caxc'al israel on, caxc'al c'amak, junnej jayji co masanil. Caxc'al mosejal jayji bay junok mactxel, caxc'al jet co ba, palta junnej jayji. Yujtol a yet max on ak'lay bautizar, junxanej max juncan yetok Cristo. Asan yuj Cham Yespíritu Dios, xan axca tol junnej mimanilej jayji, yujtol max ak'lay cajay Cham jin co masanil.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,13,Religious
Now the body is not made up of one part but of many.,"Ilab co mimanil ti' tinani'. Xiwil yetbeyom bulan oc yin, cax man junnejok.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,14,Religious
"If the foot should say, “Because I am not a hand, I do not belong to the body,” it would not for that reason cease to be part of the body.","K'inalok chi je' yalon wakan axca ti': Ayin ti', yuj mayin k'abejok, xan mayin yetbeyomok jun mimanilej ti', k'inalok ta ẍi. Caxc'al chi yal axca tu', palta yetbeyom in mimanil ti'c'alta' yayji.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,15,Religious
"And if the ear should say, “Because I am not an eye, I do not belong to the body,” it would not for that reason cease to be part of the body.","K'inalok a junok in txiquin ti' chi je' yalon axca ti': Ayin ti', yuj mayin bak' satejok, yuj tu' xan mayin yetbeyomok jun mimanilej ti', k'inalok ta ẍi. Caxc'al chi yal axca tu', palta yetbeyom in mimanil ti'c'alta' yayji.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,16,Religious
"If the whole body were an eye, where would the sense of hearing be? If the whole body were an ear, where would the sense of smell be?","K'inalok ta bak' satejc'al el in mimanil ti', ¿tzet laj chi wut waben paxok? K'inalok ta txiquinejc'al el in mimanil ti', ¿tzet laj chi wut in suk'ten pax jab junok tzet yetal?",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,17,Religious
"But in fact God has arranged the parts in the body, every one of them, just as he wanted them to be.",Palta a Dios max watx'nen junjun yetbeyom co mimanil axca max yun yel yin c'ul watx'neni.,1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,18,Religious
"If they were all one part, where would the body be?","K'inalok ta junxanej chi yutcan aj ba masanil, ¿baytal ayoc mimanilej tu' chi yal tu'?",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,19,Religious
"As it is, there are many parts, but one body.","Jojtak tol xiwil yetbeyom co mimanil ti', palta junnej yayji masanil.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,20,Religious
"The eye cannot say to the hand, “I don't need you!” And the head cannot say to the feet, “I don't need you!”","A co bak' sat ti', c'am chi je' yalon bay co k'ab, tol c'am yopiso co k'ab ti' yuj. Ac'ala' c'apax co jolom, maj je' yalon bay jakan tol c'am yopiso jakan tu' yuj.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,21,Religious
"On the contrary, those parts of the body that seem to be weaker are indispensable,","Ay juntzan yetbeyom co mimanil ti' axca tol c'am wal yelapnok, palta titol a juntzan tu' yel ay yopiso juj.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,22,Religious
"and the parts that we think are less honorable we treat with special honor. And the parts that are unpresentable are treated with special modesty,","Yetok c'apax juntzan yetbeyom co mimanil ti', axca tol c'am yelapnok, a ton juntzan tu' caw chi co ya'ilnej. A juntzan man watx'ok yili, chi co makchej elok, yuj co tx'oxk'abnen elok tol ay ton yelapnok yul co sat.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,23,Religious
"while our presentable parts need no special treatment. But God has combined the members of the body and has given greater honor to the parts that lacked it,","Axa juntzan watx' yili xin, man yowalilok chi makchelay elok. Axca ton ti' max yun yel yin c'ul Dios watx'nen co mimanil ti', yet watx' a juntzan yetbeyom tol c'am yelapnok, a juntzan tu' caw ay yelapnok yul co sat.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,24,Religious
"so that there should be no division in the body, but that its parts should have equal concern for each other.","Yuj tu' maj je' caklen aj ba yin co mimanil ti'. A ti' yet, tol moj col-len ba junjun.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,25,Religious
"If one part suffers, every part suffers with it; if one part is honored, every part rejoices with it.","K'inalok ay junok yetbeyom co mimanil ti' chi yab yail ma chi yasji, jun lajanxac'al yaben yail masanil yetok jun tu'. Ta ay pax junok chi al-lay watx'il xin, jun lajan c'apax tzaloj masanil yetok jun tu'.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,26,Religious
"Now you are the body of Christ, and each one of you is a part of it.","Yuj tu xin, a ayon ti', axca tol mimanil Cristo jayji. Junjun on axca tol yetbeyom is mimanil, caytu' jayji oc yin.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,27,Religious
"And in the church God has appointed first of all apostles, second prophets, third teachers, then workers of miracles, also those having gifts of healing, those able to help others, those with gifts of administration, and those speaking in different kinds of tongues.","Yuj tu', ayon max yak' Dios jopiso xol iglesia. Yin babelal, ayon chekbej Cristo jayji. Yet is cab, ayon yalomal el k'anej Dios jayji. Yet is yox, ayon meẍtol jayji. Yetok c'apaxok, ayon chi co tx'oxil milagro. Ayon chi je' jak'on watx'jok c'ul eb ya'ay. Ayon chi je' co colwaji. Ayon watx' jak'wi cuenta. Ayon xin, chi je' co k'anjab yin juntzanokxa tx'ok tiejal.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,28,Religious
Are all apostles? Are all prophets? Are all teachers? Do all work miracles?,Palta mayon chekbejok Cristo co masanil. Man co masanilok ay jopiso jalon el k'anej Dios. Mayon meẍtolok co masanil. C'am chi je' co tx'oxon el milagro co masanil.,1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,29,Religious
Do all have gifts of healing? Do all speak in tongues ? Do all interpret?,"Man co masanilok chi je' jak'on watx'jok c'ul eb ya'ay. Man co masanilok chi je' co k'anjab yin juntzanokxa tx'ok tiejal. Yetok c'apaxok, man co masanilok chi je' joc ajtial yin juntzan tx'ok tiejal tu'.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,30,Religious
But eagerly desire the greater gifts. And now I will show you the most excellent way.,"Yuj tu', ochejek wal juntzan opiso xiwil watx'il chi yak' Dios. Palta ayto wal junxa beybalej yelxac'al watx' ok waltek ayex.",1CO-12-ENGNIV.txt,1CO-12-KJBSBG.txt,31,Religious
"If I speak in the tongues of men and of angels, but have not love, I am only a resounding gong or a clanging cymbal.","K'inalok ta jelan on co k'anjab yin masanil ti' eb anima, c'al yin is ti' eb ángel, palta ta c'am pax co camc'ulal, lajan onc'al mi axca junok tambor toc'al chi tinxi. Ma xin, axca juntzan ch'en patxquiẍtak, toc'al chi tzinxi yetbeyom son, cayon mi tu'.",1CO-13-ENGNIV.txt,1CO-13-KJBSBG.txt,1,Religious
"If I have the gift of prophecy and can fathom all mysteries and all knowledge, and if I have a faith that can move mountains, but have not love, I am nothing.","Caxc'al ak'bil jopiso jalon el k'anej Dios, caxc'al caw chi nachaj el juj masanil tzet c'amto mac ojtakneni, caxc'al jojtak masanil tzet ay yulyibank'inal ti', caxc'al caw chi jaoc co c'ul yin Dios sic'libil, xan chon tzakay jion el junok tzalan bay is lugar, palta ta c'am pax co camc'ulal, caw c'am jabok jopiso.",1CO-13-ENGNIV.txt,1CO-13-KJBSBG.txt,2,Religious
"If I give all I possess to the poor and surrender my body to the flames, but have not love, I gain nothing.","Caxc'al chi co sa' masanil tzet ay ayon bay eb meba', caxc'al inye con chi, chon ak'lay camok, cax chi ak'lay tz'a co mimanil ti', palta ta c'am co camc'ulal, nabac'al chi jetnej co c'ul, c'am jabok q'uex pak ok co cha'.",1CO-13-ENGNIV.txt,1CO-13-KJBSBG.txt,3,Religious
"Love is patient, love is kind. It does not envy, it does not boast, it is not proud.","Ok waltek tzet chi jut co beybal, ta yel wali ay co camc'ulal. Caw ayc'al co mimanc'ulal yin eb jet animail, cax chi co tx'oxon c'apax co watx'c'ulal bay eb. Man comonok chi chichon oc co c'ul yin junok mac xiwil tzet ay. C'am chi co maynej co ba, cax chi jion can co ba.",1CO-13-ENGNIV.txt,1CO-13-KJBSBG.txt,4,Religious
"It is not rude, it is not self-seeking, it is not easily angered, it keeps no record of wrongs.","Ta caw yel ay co camc'ulal, c'am chi jiel q'uixwil junok mactxel. Chi jochej tol man asannejok on ay jalon jet. Manokab c'unok tit jowal. C'am chi co na' jion ec' co pak bay junok mactxel.",1CO-13-ENGNIV.txt,1CO-13-KJBSBG.txt,5,Religious
Love does not delight in evil but rejoices with the truth.,C'am chon tzaloj yuj junok tzet man watx'ok chi el yunen junok mactxel. Asan juntzan tzet yetal caw yel chon tzaloj yetok.,1CO-13-ENGNIV.txt,1CO-13-KJBSBG.txt,6,Religious
"It always protects, always trusts, always hopes, always perseveres.","Ta yel ay co camc'ulal, okc'al jak' techaj masanil tzet yetal. Chi jaoc yin co c'ul tol watx'c'al tzet chi el yunen eb jet animail. Chi jaoc eb yipok co c'ul. Tzanc'al junok tzet yetal chi jay jiban, tec'anc'al chi jut co ba bay.",1CO-13-ENGNIV.txt,1CO-13-KJBSBG.txt,7,Religious
